name,nameWithOwner,url,stars,createdAt,updatedAt,language,releases,mergedPRs,issues_total,issues_closed,issues_closed_ratio
web-check,Lissy93/web-check,https://github.com/Lissy93/web-check,32189,2023-06-25T14:32:11Z,2026-03-04T21:44:10Z,TypeScript,1,53,136,65,0.47794117647058826
fairseq,facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,32176,2017-08-29T16:26:12Z,2026-03-04T13:09:46Z,Python,16,236,4260,3060,0.7183098591549296
marker,datalab-to/marker,https://github.com/datalab-to/marker,32151,2023-10-30T20:14:08Z,2026-03-04T22:40:48Z,Python,71,228,650,324,0.49846153846153846
run,The-Run-Philosophy-Organization/run,https://github.com/The-Run-Philosophy-Organization/run,32149,2022-04-10T05:42:40Z,2026-03-04T18:15:07Z,,0,172,261,216,0.8275862068965517
linera-protocol,linera-io/linera-protocol,https://github.com/linera-io/linera-protocol,32137,2021-12-19T04:09:21Z,2026-03-04T22:50:50Z,Rust,31,3534,1442,902,0.6255201109570042
kafka,apache/kafka,https://github.com/apache/kafka,32102,2011-08-15T18:06:16Z,2026-03-04T20:27:18Z,Java,0,12769,0,0,0
erpnext,frappe/erpnext,https://github.com/frappe/erpnext,32067,2011-06-08T08:20:56Z,2026-03-04T22:30:11Z,Python,1000,28689,17747,15799,0.8902349692905843
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,32023,2021-01-02T12:08:37Z,2026-03-04T20:26:16Z,,0,3,74,26,0.35135135135135137
PDFMathTranslate,PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,32023,2024-09-06T06:56:03Z,2026-03-04T22:42:58Z,Python,24,136,857,732,0.8541423570595099
cockroach,cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,31991,2014-02-06T00:18:47Z,2026-03-04T23:02:08Z,Go,0,72767,82340,75697,0.9193223220791839
GPTs,linexjlin/GPTs,https://github.com/linexjlin/GPTs,31976,2023-11-11T03:24:16Z,2026-03-04T03:22:53Z,,0,45,31,21,0.6774193548387096
sharp,lovell/sharp,https://github.com/lovell/sharp,31974,2013-08-19T20:24:24Z,2026-03-04T23:00:58Z,JavaScript,107,311,4029,3911,0.9707123355671382
nginx-proxy-manager,NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,31951,2017-12-20T23:01:16Z,2026-03-04T22:04:41Z,TypeScript,86,683,3188,2344,0.7352572145545797
glances,nicolargo/glances,https://github.com/nicolargo/glances,31914,2011-12-04T08:49:15Z,2026-03-04T22:45:55Z,Python,55,772,2161,2030,0.939379916705229
graphql-engine,hasura/graphql-engine,https://github.com/hasura/graphql-engine,31909,2018-06-18T07:57:36Z,2026-03-04T22:40:03Z,TypeScript,300,2110,6409,4165,0.649867374005305
dokku,dokku/dokku,https://github.com/dokku/dokku,31892,2013-06-08T10:26:57Z,2026-03-04T17:08:17Z,Shell,317,4511,2844,2817,0.990506329113924
posthog,PostHog/posthog,https://github.com/PostHog/posthog,31881,2020-01-23T22:46:58Z,2026-03-04T23:17:05Z,Python,82,34463,9080,6357,0.7001101321585903
just,casey/just,https://github.com/casey/just,31839,2016-06-17T06:08:08Z,2026-03-04T22:43:43Z,Rust,131,1370,1350,1005,0.7444444444444445
android-open-project,Trinea/android-open-project,https://github.com/Trinea/android-open-project,31839,2014-01-05T15:20:15Z,2026-02-28T12:00:46Z,,0,204,87,75,0.8620689655172413
chatgpt-web,Chanzhaoyu/chatgpt-web,https://github.com/Chanzhaoyu/chatgpt-web,31810,2023-02-09T03:21:37Z,2026-03-04T22:31:14Z,Vue,43,159,1746,1746,1.0
html2canvas,niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,31808,2011-07-16T01:05:58Z,2026-03-04T03:23:57Z,TypeScript,45,186,2633,1664,0.6319787314849981
MS-DOS,microsoft/MS-DOS,https://github.com/microsoft/MS-DOS,31762,2018-06-25T18:26:02Z,2026-03-04T11:05:18Z,Assembly,0,37,0,0,0
ExplorerPatcher,valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,31753,2021-08-09T14:17:24Z,2026-03-04T22:51:03Z,C,296,19,2660,2358,0.8864661654135338
lottie-web,airbnb/lottie-web,https://github.com/airbnb/lottie-web,31729,2015-02-20T21:02:59Z,2026-03-04T21:07:40Z,JavaScript,0,136,2908,2128,0.7317744154057771
vimrc,amix/vimrc,https://github.com/amix/vimrc,31716,2012-05-29T16:19:29Z,2026-03-04T23:14:12Z,Vim Script,0,107,523,510,0.9751434034416826
vue-vben-admin,vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,31654,2020-07-11T02:29:21Z,2026-03-04T22:50:25Z,Vue,61,1748,3897,3821,0.9804978188350013
rxjs,ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,31652,2015-03-15T06:17:10Z,2026-03-04T13:58:31Z,TypeScript,2,2588,3165,2942,0.9295418641390205
kitty,kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,31639,2016-10-16T14:48:28Z,2026-03-04T22:48:31Z,Python,132,1240,6662,6652,0.9984989492644851
continue,continuedev/continue,https://github.com/continuedev/continue,31638,2023-05-24T03:39:39Z,2026-03-04T21:42:48Z,TypeScript,802,3889,5498,4502,0.8188432157148053
rocksdb,facebook/rocksdb,https://github.com/facebook/rocksdb,31597,2012-11-30T06:16:18Z,2026-03-04T21:53:31Z,C++,212,620,3500,2650,0.7571428571428571
editor.js,codex-team/editor.js,https://github.com/codex-team/editor.js,31585,2015-11-28T20:56:35Z,2026-03-04T21:53:32Z,TypeScript,107,870,1540,937,0.6084415584415584
slate,ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,31579,2016-06-18T01:52:42Z,2026-03-04T18:17:17Z,TypeScript,210,1980,3228,2548,0.7893432465923172
shardeum,shardeum/shardeum,https://github.com/shardeum/shardeum,31568,2024-04-16T22:37:25Z,2026-03-04T15:14:25Z,TypeScript,0,326,40,34,0.85
numpy,numpy/numpy,https://github.com/numpy/numpy,31556,2010-09-13T23:02:39Z,2026-03-04T18:04:14Z,Python,139,13910,13820,11724,0.8483357452966714
minikube,kubernetes/minikube,https://github.com/kubernetes/minikube,31552,2016-04-15T22:38:35Z,2026-03-04T11:36:16Z,Go,154,9396,10450,9932,0.9504306220095694
tinygrad,tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,31489,2020-10-18T16:23:12Z,2026-03-04T22:15:39Z,Python,14,10504,1083,959,0.8855032317636196
conductor,conductor-oss/conductor,https://github.com/conductor-oss/conductor,31488,2023-12-08T06:06:09Z,2026-03-04T21:29:38Z,Java,33,334,239,143,0.5983263598326359
CheatSheetSeries,OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,31473,2018-12-21T14:26:43Z,2026-03-04T22:36:25Z,Python,0,1198,630,580,0.9206349206349206
surrealdb,surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,31431,2021-12-09T15:03:29Z,2026-03-04T22:39:33Z,Rust,121,2604,2371,1785,0.7528469000421762
ChatDev,OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,31377,2023-08-28T02:18:13Z,2026-03-04T23:01:52Z,Python,11,136,302,269,0.890728476821192
raylib,raysan5/raylib,https://github.com/raysan5/raylib,31369,2013-10-24T15:46:04Z,2026-03-04T23:05:00Z,C,24,2445,2128,2128,1.0
tokio,tokio-rs/tokio,https://github.com/tokio-rs/tokio,31354,2016-09-09T22:31:36Z,2026-03-04T23:02:23Z,Rust,141,3802,2616,2291,0.8757645259938838
influxdb,influxdata/influxdb,https://github.com/influxdata/influxdb,31352,2013-09-26T14:31:10Z,2026-03-04T16:28:04Z,Rust,95,10937,14169,12117,0.8551767944103325
lede,coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,31334,2017-09-06T07:39:03Z,2026-03-04T08:41:58Z,C,7,2051,9324,8506,0.9122694122694123
dokploy,Dokploy/dokploy,https://github.com/Dokploy/dokploy,31291,2024-04-19T07:49:30Z,2026-03-04T22:51:00Z,TypeScript,147,1324,1657,1251,0.7549788774894387
alpine,alpinejs/alpine,https://github.com/alpinejs/alpine,31271,2019-11-28T13:51:55Z,2026-03-04T22:54:56Z,HTML,146,694,613,613,1.0
TradingAgents,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,31269,2024-12-28T03:31:08Z,2026-03-04T23:11:57Z,Python,1,19,195,33,0.16923076923076924
WSL,microsoft/WSL,https://github.com/microsoft/WSL,31262,2016-04-06T17:32:56Z,2026-03-04T22:36:50Z,C++,97,540,12067,11143,0.9234275296262534
dotfiles,mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,31255,2011-09-05T18:07:54Z,2026-03-03T10:26:11Z,Shell,0,44,393,255,0.648854961832061
graphrag,microsoft/graphrag,https://github.com/microsoft/graphrag,31225,2024-03-27T17:57:52Z,2026-03-04T21:17:46Z,Python,35,720,800,772,0.965
3x-ui,MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,31216,2023-02-09T19:16:57Z,2026-03-04T22:41:54Z,HTML,102,642,2683,2275,0.8479314200521804
interactive-coding-challenges,donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,31211,2015-04-28T21:36:39Z,2026-03-04T22:40:51Z,Python,0,176,69,32,0.463768115942029
jsPDF,parallax/jsPDF,https://github.com/parallax/jsPDF,31162,2009-12-06T14:56:32Z,2026-03-04T22:30:51Z,JavaScript,41,753,2586,2482,0.9597834493426141
motion,motiondivision/motion,https://github.com/motiondivision/motion,31131,2018-11-16T09:48:38Z,2026-03-04T20:44:15Z,TypeScript,0,1175,1917,1715,0.8946270213875848
ai-engineering-hub,patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,31131,2024-10-21T10:43:24Z,2026-03-04T22:57:21Z,Jupyter Notebook,0,62,44,14,0.3181818181818182
Blog,mqyqingfeng/Blog,https://github.com/mqyqingfeng/Blog,31118,2017-03-13T10:04:33Z,2026-03-04T18:38:01Z,,0,3,399,101,0.2531328320802005
sing-box,SagerNet/sing-box,https://github.com/SagerNet/sing-box,31082,2022-06-30T13:27:22Z,2026-03-04T23:11:12Z,Go,497,190,2947,2791,0.9470648116728877
DevToys,DevToys-app/DevToys,https://github.com/DevToys-app/DevToys,31034,2021-09-29T01:40:41Z,2026-03-04T22:39:37Z,C#,39,501,979,664,0.6782431052093973
Sortable,SortableJS/Sortable,https://github.com/SortableJS/Sortable,31023,2013-12-19T10:10:13Z,2026-03-04T23:07:34Z,JavaScript,31,248,1825,1345,0.736986301369863
docsify,docsifyjs/docsify,https://github.com/docsifyjs/docsify,31022,2016-11-20T07:55:43Z,2026-03-04T18:48:03Z,JavaScript,16,781,1311,1230,0.9382151029748284
tqdm,tqdm/tqdm,https://github.com/tqdm/tqdm,30997,2015-06-03T13:13:14Z,2026-03-04T17:13:52Z,Python,133,289,1039,594,0.5717035611164581
fabric.js,fabricjs/fabric.js,https://github.com/fabricjs/fabric.js,30978,2010-06-09T22:24:38Z,2026-03-04T22:07:21Z,TypeScript,181,2427,6205,5780,0.9315068493150684
symfony,symfony/symfony,https://github.com/symfony/symfony,30962,2010-01-04T14:21:21Z,2026-03-04T20:45:16Z,PHP,600,25567,21776,21411,0.9832384276267451
pear-desktop,pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,30950,2019-04-19T18:14:40Z,2026-03-04T22:18:27Z,TypeScript,87,1630,1958,1380,0.7048008171603677
ML-From-Scratch,eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,30946,2017-02-05T12:11:23Z,2026-03-04T23:18:19Z,Python,0,9,78,37,0.47435897435897434
OpenAPI-Specification,OAI/OpenAPI-Specification,https://github.com/OAI/OpenAPI-Specification,30936,2014-03-03T16:53:36Z,2026-03-04T19:04:24Z,Markdown,14,1793,2409,2306,0.9572436695724367
lux,iawia002/lux,https://github.com/iawia002/lux,30926,2018-02-24T11:29:03Z,2026-03-04T17:21:50Z,Go,86,304,1073,548,0.51071761416589
pytorch-lightning,Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,30895,2019-03-31T00:45:57Z,2026-03-04T23:02:26Z,Python,172,9336,7496,6661,0.888607257203842
podman,containers/podman,https://github.com/containers/podman,30889,2017-11-01T15:01:27Z,2026-03-04T23:03:57Z,Go,236,12204,10467,9555,0.9128690169102894
weekly,ascoders/weekly,https://github.com/ascoders/weekly,30883,2017-03-20T06:10:04Z,2026-03-04T17:22:04Z,JavaScript,193,136,369,366,0.991869918699187
calculator,microsoft/calculator,https://github.com/microsoft/calculator,30862,2019-01-28T17:55:49Z,2026-03-03T21:57:55Z,C++,0,913,1146,728,0.6352530541012217
p3c,alibaba/p3c,https://github.com/alibaba/p3c,30830,2017-06-23T06:15:51Z,2026-03-04T13:39:39Z,Kotlin,0,62,859,698,0.8125727590221188
webtorrent,webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,30815,2013-10-15T08:16:40Z,2026-03-04T09:38:59Z,JavaScript,229,970,1675,1607,0.9594029850746268
jQuery-File-Upload,blueimp/jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,30809,2010-12-01T15:35:32Z,2026-03-04T22:04:33Z,PHP,0,119,3305,3256,0.9851739788199697
Perplexica,ItzCrazyKns/Perplexica,https://github.com/ItzCrazyKns/Perplexica,30813,2024-04-09T10:51:32Z,2026-03-04T23:14:59Z,TypeScript,33,82,612,433,0.7075163398692811
AI-Expert-Roadmap,AMAI-GmbH/AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,30775,2020-10-24T21:49:40Z,2026-03-04T14:13:28Z,JavaScript,0,14,70,54,0.7714285714285715
seaweedfs,seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,30744,2014-07-14T16:41:37Z,2026-03-04T22:35:15Z,Go,288,3664,3527,2903,0.8230791040544372
mantine,mantinedev/mantine,https://github.com/mantinedev/mantine,30733,2021-01-07T14:02:19Z,2026-03-04T22:39:21Z,TypeScript,290,1591,3452,3420,0.9907300115874855
TrackersListCollection,XIU2/TrackersListCollection,https://github.com/XIU2/TrackersListCollection,30712,2019-10-03T15:55:07Z,2026-03-04T15:30:55Z,,0,7,0,0,0
btop,aristocratos/btop,https://github.com/aristocratos/btop,30707,2021-05-06T18:40:21Z,2026-03-04T22:21:34Z,C++,54,372,904,481,0.5320796460176991
uppy,transloadit/uppy,https://github.com/transloadit/uppy,30661,2015-11-16T12:32:33Z,2026-03-04T17:10:12Z,TypeScript,392,3274,2520,2351,0.932936507936508
spring-boot-examples,ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,30645,2016-11-05T05:32:33Z,2026-03-04T22:50:06Z,Java,0,7,109,99,0.908256880733945
frigate,blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,30630,2019-01-26T13:52:38Z,2026-03-04T22:57:40Z,TypeScript,81,3721,5880,5790,0.9846938775510204
refined-github,refined-github/refined-github,https://github.com/refined-github/refined-github,30603,2016-02-15T16:45:02Z,2026-03-04T21:30:09Z,TypeScript,186,3597,4692,4601,0.9806052855924978
DeepFaceLive,iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,30585,2020-12-15T12:19:22Z,2026-03-04T16:23:27Z,Python,35,13,144,143,0.9930555555555556
roop,s0md3v/roop,https://github.com/s0md3v/roop,30548,2023-05-28T14:37:54Z,2026-03-04T20:17:41Z,Python,6,82,0,0,0
layui,layui/layui,https://github.com/layui/layui,30535,2015-09-22T08:12:03Z,2026-03-04T22:50:05Z,JavaScript,173,673,1452,1398,0.9628099173553719
changedetection.io,dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,30432,2021-01-27T16:03:30Z,2026-03-04T21:01:56Z,Python,203,1050,1616,1324,0.8193069306930693
particles.js,VincentGarreau/particles.js,https://github.com/VincentGarreau/particles.js,30352,2014-09-06T14:29:47Z,2026-03-03T23:41:59Z,JavaScript,6,21,412,107,0.25970873786407767
vscodium,VSCodium/vscodium,https://github.com/VSCodium/vscodium,30352,2018-08-13T14:26:58Z,2026-03-04T21:17:36Z,Shell,263,627,1639,1501,0.9158023184868822
sequelize,sequelize/sequelize,https://github.com/sequelize/sequelize,30348,2010-07-22T07:11:11Z,2026-03-04T21:50:20Z,TypeScript,489,5021,10422,9520,0.913452312416043
hutool,chinabugotech/hutool,https://github.com/chinabugotech/hutool,30337,2014-04-13T07:23:51Z,2026-03-04T14:42:47Z,Java,156,514,3091,3089,0.9993529602070528
algo,trailofbits/algo,https://github.com/trailofbits/algo,30320,2016-05-15T03:42:48Z,2026-03-04T14:02:16Z,Python,4,686,1650,1585,0.9606060606060606
react-three-fiber,pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber,30312,2019-02-25T14:31:51Z,2026-03-04T22:17:56Z,TypeScript,131,690,1171,1166,0.9957301451750641
Proton,ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,30312,2018-03-13T18:45:27Z,2026-03-04T21:51:29Z,C++,76,13,9023,4053,0.4491854150504267
awesome-macos-command-line,herrbischoff/awesome-macos-command-line,https://github.com/herrbischoff/awesome-macos-command-line,30306,2015-09-22T19:37:55Z,2026-03-04T22:50:09Z,,0,104,0,0,0
NeteaseCloudMusicApi,Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,30291,2016-06-22T11:58:03Z,2026-03-04T13:06:21Z,,0,292,1336,1189,0.8899700598802395
stanford_alpaca,tatsu-lab/stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,30273,2023-03-10T23:33:09Z,2026-03-04T12:27:53Z,Python,0,6,268,98,0.3656716417910448
folly,facebook/folly,https://github.com/facebook/folly,30270,2012-06-01T20:49:04Z,2026-03-04T20:31:46Z,C++,280,13,1249,943,0.755004003202562
awesome-python-cn,jobbole/awesome-python-cn,https://github.com/jobbole/awesome-python-cn,30252,2015-11-03T09:50:50Z,2026-03-04T15:16:07Z,Makefile,0,51,34,18,0.5294117647058824
HEAD,joshbuchea/HEAD,https://github.com/joshbuchea/HEAD,30240,2016-04-20T20:05:37Z,2026-03-03T19:33:12Z,,0,87,93,73,0.7849462365591398
agents,wshobson/agents,https://github.com/wshobson/agents,30221,2025-07-24T23:28:14Z,2026-03-04T23:14:53Z,Python,0,53,58,53,0.9137931034482759
os-tutorial,cfenollosa/os-tutorial,https://github.com/cfenollosa/os-tutorial,30213,2014-09-29T08:39:34Z,2026-03-04T22:42:38Z,C,0,11,182,106,0.5824175824175825
Avalonia,AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia,30182,2013-12-05T20:13:21Z,2026-03-04T21:54:37Z,C#,119,5650,8315,6484,0.779795550210463
shannon,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,30195,2025-09-27T01:51:47Z,2026-03-04T23:19:14Z,TypeScript,0,55,74,66,0.8918918918918919
viper,spf13/viper,https://github.com/spf13/viper,30154,2014-04-02T14:33:33Z,2026-03-04T18:43:39Z,Go,35,520,931,923,0.99140708915145
BetterDisplay,waydabber/BetterDisplay,https://github.com/waydabber/BetterDisplay,30148,2021-10-24T08:32:56Z,2026-03-04T21:44:25Z,,119,2,2988,2813,0.9414323962516734
cheerio,cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,30142,2011-10-09T04:23:20Z,2026-03-04T21:13:52Z,TypeScript,62,3119,1231,1210,0.9829406986190089
openai-python,openai/openai-python,https://github.com/openai/openai-python,30141,2020-10-25T23:23:54Z,2026-03-04T22:35:10Z,Python,367,1051,1204,1042,0.8654485049833887
dragonfly,dragonflydb/dragonfly,https://github.com/dragonflydb/dragonfly,30100,2021-12-11T10:00:42Z,2026-03-04T22:37:52Z,C++,114,3988,2115,1853,0.8761229314420804
one-api,songquanpeng/one-api,https://github.com/songquanpeng/one-api,30088,2023-04-22T12:39:24Z,2026-03-04T20:49:23Z,JavaScript,55,287,1796,896,0.49888641425389757
tdesktop,telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,30060,2014-05-02T12:36:31Z,2026-03-04T19:58:02Z,C++,830,1848,15774,14877,0.9431342715861545
k6,grafana/k6,https://github.com/grafana/k6,30037,2016-03-21T15:30:24Z,2026-03-04T19:33:00Z,Go,85,2457,2563,1834,0.7155676941084667
rust-course,sunface/rust-course,https://github.com/sunface/rust-course,30021,2018-08-07T05:01:21Z,2026-03-04T17:18:41Z,Rust,0,811,219,154,0.7031963470319634
jumpserver,jumpserver/jumpserver,https://github.com/jumpserver/jumpserver,29977,2014-07-04T03:54:59Z,2026-03-04T23:04:22Z,Python,263,7871,7645,7580,0.9914977109221713
xxl-job,xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,29951,2015-11-28T12:59:34Z,2026-03-04T12:36:31Z,Java,42,124,3339,3164,0.9475890985324947
hosts,StevenBlack/hosts,https://github.com/StevenBlack/hosts,29944,2012-04-12T20:22:50Z,2026-03-04T19:21:46Z,Python,832,507,2204,2073,0.940562613430127
turborepo,vercel/turborepo,https://github.com/vercel/turborepo,29931,2021-10-05T17:37:11Z,2026-03-04T20:25:27Z,Rust,680,7156,2051,1941,0.946367625548513
django-rest-framework,encode/django-rest-framework,https://github.com/encode/django-rest-framework,29922,2011-03-02T17:13:56Z,2026-03-04T20:43:44Z,Python,21,3108,3946,3907,0.9901165737455652
WindTerm,kingToolbox/WindTerm,https://github.com/kingToolbox/WindTerm,29909,2019-10-09T19:56:09Z,2026-03-04T18:00:05Z,C,32,1,2913,586,0.20116718159972538
leakcanary,square/leakcanary,https://github.com/square/leakcanary,29904,2015-04-29T23:54:16Z,2026-03-02T23:56:21Z,Kotlin,43,932,1655,1514,0.9148036253776435
css-protips,AllThingsSmitty/css-protips,https://github.com/AllThingsSmitty/css-protips,29893,2015-08-29T12:29:03Z,2026-03-04T15:03:18Z,,0,73,63,62,0.9841269841269841
handson-ml2,ageron/handson-ml2,https://github.com/ageron/handson-ml2,29891,2019-01-08T03:49:07Z,2026-03-04T22:14:10Z,Jupyter Notebook,0,65,518,304,0.5868725868725869
tuning_playbook,google-research/tuning_playbook,https://github.com/google-research/tuning_playbook,29882,2023-01-18T23:32:32Z,2026-03-04T18:42:33Z,,0,14,45,34,0.7555555555555555
lighthouse,GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse,29877,2016-03-08T01:03:11Z,2026-03-04T22:39:43Z,JavaScript,130,5562,9257,8771,0.9474991898023117
apollo,apolloconfig/apollo,https://github.com/apolloconfig/apollo,29779,2016-03-04T10:24:23Z,2026-03-04T22:50:05Z,Java,42,1498,3398,3258,0.9587992937021778
consul,hashicorp/consul,https://github.com/hashicorp/consul,29766,2013-11-04T22:15:27Z,2026-03-03T15:14:32Z,Go,256,14140,5579,4285,0.7680587918981896
foundation-sites,foundation/foundation-sites,https://github.com/foundation/foundation-sites,29762,2011-10-13T23:05:42Z,2026-03-04T19:54:59Z,HTML,79,2958,8240,8179,0.9925970873786408
worldmonitor,koala73/worldmonitor,https://github.com/koala73/worldmonitor,29765,2026-01-08T17:26:06Z,2026-03-04T23:12:59Z,TypeScript,43,612,198,137,0.6919191919191919
iced,iced-rs/iced,https://github.com/iced-rs/iced,29708,2019-07-15T22:34:46Z,2026-03-04T22:52:24Z,Rust,18,1161,1308,964,0.7370030581039755
Mr.-Ranedeer-AI-Tutor,JushBJJ/Mr.-Ranedeer-AI-Tutor,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,29692,2023-03-31T12:37:26Z,2026-03-04T20:26:34Z,,3,0,48,34,0.7083333333333334
openssl,openssl/openssl,https://github.com/openssl/openssl,29675,2013-01-15T22:34:48Z,2026-03-04T18:33:17Z,C,297,145,11164,9967,0.8927803654604085
kickstart.nvim,nvim-lua/kickstart.nvim,https://github.com/nvim-lua/kickstart.nvim,29674,2022-06-24T03:11:24Z,2026-03-04T20:07:43Z,Lua,0,265,666,633,0.9504504504504504
czkawka,qarmin/czkawka,https://github.com/qarmin/czkawka,29660,2020-09-01T17:37:29Z,2026-03-04T22:54:10Z,Rust,40,468,1109,692,0.6239855725879171
zellij,zellij-org/zellij,https://github.com/zellij-org/zellij,29642,2020-09-01T14:04:28Z,2026-03-04T22:31:45Z,Rust,65,1383,2521,1194,0.4736215787385958
vue-cli,vuejs/vue-cli,https://github.com/vuejs/vue-cli,29638,2015-12-26T23:11:20Z,2026-03-04T17:23:00Z,JavaScript,178,1259,5501,4564,0.8296673332121433
plyr,sampotts/plyr,https://github.com/sampotts/plyr,29621,2015-02-14T11:33:07Z,2026-03-04T22:14:37Z,JavaScript,93,393,2116,1225,0.5789224952741021
canal,alibaba/canal,https://github.com/alibaba/canal,29619,2013-01-13T10:59:52Z,2026-03-04T11:59:17Z,Java,32,479,4787,3614,0.7549613536661792
500lines,aosabook/500lines,https://github.com/aosabook/500lines,29594,2013-11-04T02:02:53Z,2026-03-04T17:26:46Z,JavaScript,0,175,70,41,0.5857142857142857
filament,filamentphp/filament,https://github.com/filamentphp/filament,29589,2020-03-19T00:19:18Z,2026-03-04T22:07:23Z,PHP,821,5796,3317,3300,0.9948748869460355
nginx,nginx/nginx,https://github.com/nginx/nginx,29589,2015-06-23T10:26:27Z,2026-03-04T19:54:14Z,C,14,156,476,250,0.5252100840336135
helm,helm/helm,https://github.com/helm/helm,29572,2015-10-06T01:07:32Z,2026-03-04T19:32:50Z,Go,237,4440,8362,8095,0.9680698397512557
react-boilerplate,react-boilerplate/react-boilerplate,https://github.com/react-boilerplate/react-boilerplate,29541,2015-02-18T14:36:32Z,2026-03-04T03:14:46Z,JavaScript,16,715,1909,1823,0.9549502357255107
