name,nameWithOwner,url,stars,createdAt,updatedAt,language,releases,mergedPRs,issues_total,issues_closed,issues_closed_ratio
vuetify,vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,40974,2016-09-12T00:39:35Z,2026-03-04T22:26:09Z,TypeScript,641,4661,15275,14795,0.9685761047463175
hyperswitch,juspay/hyperswitch,https://github.com/juspay/hyperswitch,40845,2022-10-17T11:18:28Z,2026-03-04T23:01:49Z,Rust,152,6511,3458,2507,0.7249855407750144
jan,janhq/jan,https://github.com/janhq/jan,40834,2023-08-17T02:17:10Z,2026-03-04T22:32:46Z,TypeScript,97,3404,3313,3072,0.9272562632055539
tabler,tabler/tabler,https://github.com/tabler/tabler,40815,2018-02-01T09:08:59Z,2026-03-04T22:50:08Z,HTML,51,787,1150,1063,0.9243478260869565
cherry-studio,CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,40725,2024-05-24T01:56:26Z,2026-03-04T20:59:51Z,TypeScript,245,3005,8630,8136,0.942757821552723
awesome-claude-skills,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,40683,2025-10-17T07:15:01Z,2026-03-04T22:57:59Z,Python,0,20,56,3,0.05357142857142857
WeChatMsg,LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,40600,2023-01-11T05:03:49Z,2026-03-04T21:44:58Z,,0,62,0,0,0
Win11Debloat,Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,40549,2020-10-27T22:26:59Z,2026-03-04T23:00:00Z,PowerShell,23,57,283,249,0.8798586572438163
50projects50days,bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,40466,2020-11-16T14:39:01Z,2026-03-04T20:30:08Z,CSS,0,44,0,0,0
cal.com,calcom/cal.com,https://github.com/calcom/cal.com,40443,2021-03-22T13:47:42Z,2026-03-04T22:23:51Z,TypeScript,611,12896,9051,8072,0.8918351563363164
desktop,zen-browser/desktop,https://github.com/zen-browser/desktop,40438,2024-03-28T00:05:55Z,2026-03-04T22:50:39Z,JavaScript,155,781,8451,7967,0.9427286711631759
minimind,jingyaogong/minimind,https://github.com/jingyaogong/minimind,40421,2024-07-27T04:34:12Z,2026-03-04T18:31:28Z,Python,2,9,547,524,0.9579524680073126
daisyui,saadeghi/daisyui,https://github.com/saadeghi/daisyui,40400,2020-11-28T22:57:27Z,2026-03-04T23:01:41Z,Svelte,184,524,2113,2083,0.9858021769995268
data-engineer-handbook,DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,40395,2023-11-19T19:47:41Z,2026-03-04T19:09:50Z,Jupyter Notebook,0,177,84,71,0.8452380952380952
chakra-ui,chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,40345,2019-08-17T14:27:54Z,2026-03-04T18:54:12Z,TypeScript,1000,2927,4283,4278,0.998832593976185
zju-icicles,QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,40296,2016-06-28T16:17:32Z,2026-03-04T11:14:41Z,HTML,0,232,78,69,0.8846153846153846
twenty,twentyhq/twenty,https://github.com/twentyhq/twenty,40224,2022-12-01T13:04:40Z,2026-03-04T22:56:06Z,TypeScript,59,10082,6132,5921,0.965590345727332
aria2,aria2/aria2,https://github.com/aria2/aria2,40191,2010-11-27T09:41:48Z,2026-03-04T20:23:58Z,C++,24,254,1914,826,0.4315569487983281
HEU_KMS_Activator,zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,40176,2019-06-23T00:49:35Z,2026-03-04T20:56:43Z,,49,0,194,31,0.15979381443298968
bubbletea,charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,40177,2020-01-10T21:04:03Z,2026-03-04T23:02:12Z,Go,72,673,407,314,0.7714987714987716
wrk,wg/wrk,https://github.com/wg/wrk,40107,2012-03-20T11:12:28Z,2026-03-04T22:57:43Z,C,0,0,407,262,0.6437346437346437
remote-jobs,remoteintech/remote-jobs,https://github.com/remoteintech/remote-jobs,40055,2015-10-13T03:49:25Z,2026-03-04T19:00:56Z,Nunjucks,0,1374,202,196,0.9702970297029703
php-src,php/php-src,https://github.com/php/php-src,39981,2011-06-16T01:52:25Z,2026-03-04T22:54:54Z,C,42,4787,4930,3989,0.8091277890466532
vim,vim/vim,https://github.com/vim/vim,39956,2015-08-18T21:03:56Z,2026-03-04T22:48:09Z,Vim Script,0,440,9349,7782,0.8323884907476735
bert,google-research/bert,https://github.com/google-research/bert,39885,2018-10-25T22:57:34Z,2026-03-04T18:41:03Z,Python,0,32,1145,355,0.31004366812227074
tidb,pingcap/tidb,https://github.com/pingcap/tidb,39867,2015-09-06T04:01:52Z,2026-03-04T16:29:07Z,Go,213,34615,22416,17963,0.8013472519628837
esbuild,evanw/esbuild,https://github.com/evanw/esbuild,39818,2016-06-14T16:08:50Z,2026-03-04T19:19:22Z,Go,309,257,3857,3313,0.858957739175525
puter,HeyPuter/puter,https://github.com/HeyPuter/puter,39797,2024-03-03T01:44:32Z,2026-03-04T22:49:10Z,JavaScript,8,1312,1009,846,0.8384539147670962
trpc,trpc/trpc,https://github.com/trpc/trpc,39659,2020-07-18T01:17:11Z,2026-03-04T21:53:20Z,TypeScript,230,3850,1339,1190,0.888722927557879
gorm,go-gorm/gorm,https://github.com/go-gorm/gorm,39648,2013-10-25T08:31:38Z,2026-03-04T19:55:59Z,Go,11,775,6095,5608,0.920098441345365
free,freefq/free,https://github.com/freefq/free,39620,2020-06-07T02:48:33Z,2026-03-04T16:59:23Z,,0,0,808,257,0.3180693069306931
video.js,videojs/video.js,https://github.com/videojs/video.js,39515,2010-05-14T18:45:10Z,2026-03-04T22:37:51Z,JavaScript,334,1819,5416,4817,0.8894017725258493
Deep-Learning-Papers-Reading-Roadmap,floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,39476,2016-10-14T11:49:48Z,2026-03-04T11:26:48Z,Python,0,28,57,5,0.08771929824561403
Fabric,danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,39471,2024-01-03T23:18:31Z,2026-03-04T22:24:01Z,Go,381,598,835,814,0.9748502994011976
FastChat,lm-sys/FastChat,https://github.com/lm-sys/FastChat,39425,2023-03-19T00:18:02Z,2026-03-04T11:43:03Z,Python,14,852,1926,1067,0.5539979231568016
photoprism,photoprism/photoprism,https://github.com/photoprism/photoprism,39416,2018-01-27T12:00:15Z,2026-03-04T16:29:36Z,Go,79,881,2487,2052,0.8250904704463209
fiber,gofiber/fiber,https://github.com/gofiber/fiber,39337,2020-01-16T03:59:20Z,2026-03-04T17:49:23Z,Go,135,2112,1630,1594,0.9779141104294479
appsmith,appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,39322,2020-06-30T04:07:36Z,2026-03-04T23:12:19Z,TypeScript,301,14088,23706,19299,0.8140976967856239
faiss,facebookresearch/faiss,https://github.com/facebookresearch/faiss,39262,2017-02-07T16:07:05Z,2026-03-04T21:16:11Z,C++,24,137,2724,2499,0.9174008810572687
Awesome-Design-Tools,goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,39179,2019-02-12T13:55:30Z,2026-03-04T22:37:48Z,JavaScript,0,283,49,26,0.5306122448979592
materialize,Dogfalo/materialize,https://github.com/Dogfalo/materialize,39127,2014-09-12T19:35:38Z,2026-03-02T02:52:37Z,JavaScript,41,449,5222,4599,0.8806970509383378
phaser,phaserjs/phaser,https://github.com/phaserjs/phaser,39119,2013-04-12T12:27:51Z,2026-03-04T21:06:16Z,JavaScript,173,1734,4601,4512,0.980656379048033
BMAD-METHOD,bmad-code-org/BMAD-METHOD,https://github.com/bmad-code-org/BMAD-METHOD,39079,2025-04-13T14:54:25Z,2026-03-04T23:05:28Z,JavaScript,24,374,810,738,0.9111111111111111
styleguide,google/styleguide,https://github.com/google/styleguide,39062,2015-05-20T19:18:59Z,2026-03-04T14:39:24Z,HTML,0,197,363,244,0.6721763085399449
shellcheck,koalaman/shellcheck,https://github.com/koalaman/shellcheck,39051,2012-11-17T03:15:11Z,2026-03-04T22:38:35Z,Haskell,30,331,2943,1759,0.5976894325518178
bark,suno-ai/bark,https://github.com/suno-ai/bark,39037,2023-04-07T19:34:48Z,2026-03-04T20:39:30Z,Jupyter Notebook,0,19,477,242,0.5073375262054507
cobalt,imputnet/cobalt,https://github.com/imputnet/cobalt,38987,2022-07-08T18:12:55Z,2026-03-04T22:29:02Z,Svelte,0,249,1003,807,0.8045862412761715
quivr,QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,38969,2023-05-12T23:53:30Z,2026-03-04T17:43:49Z,Python,354,1824,1538,1534,0.9973992197659298
leveldb,google/leveldb,https://github.com/google/leveldb,38870,2014-08-27T21:17:52Z,2026-03-04T07:56:31Z,C++,21,64,788,540,0.6852791878172588
ChatTTS,2noise/ChatTTS,https://github.com/2noise/ChatTTS,38859,2024-05-27T18:26:49Z,2026-03-04T19:59:18Z,Python,6,220,672,614,0.9136904761904762
data-engineering-zoomcamp,DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,38853,2021-10-21T09:32:50Z,2026-03-04T22:05:46Z,Jupyter Notebook,0,454,141,139,0.9858156028368794
chatbox,chatboxai/chatbox,https://github.com/chatboxai/chatbox,38764,2023-03-06T12:22:15Z,2026-03-04T22:33:00Z,TypeScript,52,0,2495,1503,0.6024048096192385
lossless-cut,mifi/lossless-cut,https://github.com/mifi/lossless-cut,38748,2016-10-30T10:49:56Z,2026-03-04T20:56:40Z,TypeScript,105,223,1802,1565,0.8684794672586016
novu,novuhq/novu,https://github.com/novuhq/novu,38638,2021-08-26T15:22:44Z,2026-03-04T19:38:19Z,TypeScript,108,6871,1668,1544,0.9256594724220624
mindsdb,mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,38628,2018-08-02T17:56:45Z,2026-03-04T13:19:07Z,Python,337,5778,4399,4327,0.9836326437826779
nushell,nushell/nushell,https://github.com/nushell/nushell,38617,2019-05-10T16:59:42Z,2026-03-04T22:05:21Z,Rust,117,8449,7022,5554,0.7909427513528909
devdocs,freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,38573,2013-10-24T18:16:07Z,2026-03-04T22:38:51Z,Ruby,0,982,1263,1065,0.8432304038004751
remotion,remotion-dev/remotion,https://github.com/remotion-dev/remotion,38564,2020-06-23T19:49:10Z,2026-03-04T23:11:26Z,TypeScript,594,4183,2211,2139,0.9674355495251018
impress.js,impress/impress.js,https://github.com/impress/impress.js,38518,2011-12-28T22:23:19Z,2026-03-04T19:57:32Z,JavaScript,15,124,483,432,0.8944099378881988
preact,preactjs/preact,https://github.com/preactjs/preact,38452,2015-09-11T02:40:18Z,2026-03-04T23:11:23Z,JavaScript,240,1993,1928,1868,0.9688796680497925
agno,agno-agi/agno,https://github.com/agno-agi/agno,38428,2022-05-04T15:23:02Z,2026-03-04T22:38:54Z,Python,172,2891,1966,1692,0.8606307222787386
googletest,google/googletest,https://github.com/google/googletest,38299,2015-07-28T15:07:53Z,2026-03-04T20:05:56Z,C++,11,813,2364,1989,0.8413705583756346
python-cheatsheet,gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,38267,2018-01-25T04:16:53Z,2026-03-04T20:59:32Z,Python,0,0,27,27,1.0
awesome-cursorrules,PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,38240,2024-09-16T15:38:38Z,2026-03-04T22:09:42Z,MDX,0,70,51,8,0.1568627450980392
MPAndroidChart,PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,38230,2014-04-25T14:29:47Z,2026-03-04T06:08:52Z,Java,44,191,4965,2898,0.5836858006042296
qlib,microsoft/qlib,https://github.com/microsoft/qlib,38164,2020-08-14T06:46:00Z,2026-03-04T23:13:17Z,Python,23,750,1043,762,0.7305848513902206
lapce,lapce/lapce,https://github.com/lapce/lapce,38111,2018-02-06T08:41:06Z,2026-03-04T22:39:00Z,Rust,35,1177,2011,1200,0.5967180507210343
istio,istio/istio,https://github.com/istio/istio,38067,2016-11-18T23:57:21Z,2026-03-04T22:32:05Z,Go,423,29462,21700,21279,0.9805990783410138
Mole,tw93/Mole,https://github.com/tw93/Mole,38036,2025-09-23T06:38:40Z,2026-03-04T23:13:19Z,Shell,26,121,342,341,0.9970760233918129
halo,halo-dev/halo,https://github.com/halo-dev/halo,38024,2018-03-21T12:56:52Z,2026-03-04T22:50:15Z,Java,250,2947,4577,4344,0.9490932925497051
insomnia,Kong/insomnia,https://github.com/Kong/insomnia,37994,2016-04-23T03:54:26Z,2026-03-04T22:27:56Z,TypeScript,546,3745,3977,3251,0.8174503394518481
ant-design-pro,ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,37981,2017-08-25T10:40:44Z,2026-03-04T22:50:07Z,TypeScript,26,1025,9800,9625,0.9821428571428571
tesseract.js,naptha/tesseract.js,https://github.com/naptha/tesseract.js,37896,2015-06-24T02:49:52Z,2026-03-04T21:52:09Z,JavaScript,57,204,734,703,0.9577656675749319
aspnetcore,dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,37765,2014-03-11T06:09:42Z,2026-03-04T21:52:22Z,C#,275,18589,38647,35093,0.9080394338499754
litellm,BerriAI/litellm,https://github.com/BerriAI/litellm,37757,2023-07-27T00:09:52Z,2026-03-04T23:13:42Z,Python,1000,9665,9250,8426,0.910918918918919
wtfjs,denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,37738,2017-07-14T15:42:12Z,2026-03-04T11:03:40Z,JavaScript,25,125,118,96,0.8135593220338984
metasploit-framework,rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,37654,2011-08-30T06:13:20Z,2026-03-04T18:50:05Z,Ruby,0,11659,6426,5951,0.9260815437286025
freecodecamp.cn,FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,37639,2016-09-30T03:13:43Z,2026-03-03T13:10:19Z,CSS,0,55,587,445,0.75809199318569
cli,httpie/cli,https://github.com/httpie/cli,37635,2012-02-25T12:39:13Z,2026-03-04T18:53:25Z,Python,47,406,910,723,0.7945054945054945
polars,pola-rs/polars,https://github.com/pola-rs/polars,37616,2020-05-13T19:45:33Z,2026-03-04T22:58:30Z,Rust,248,12711,12424,9910,0.7976497102382486
interview,huihut/interview,https://github.com/huihut/interview,37551,2018-02-09T09:49:48Z,2026-03-04T10:17:43Z,C++,0,36,66,65,0.9848484848484849
ToolJet,ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,37546,2021-03-30T08:51:34Z,2026-03-04T21:01:48Z,JavaScript,450,7724,5151,4537,0.8807998446903514
Folo,RSSNext/Folo,https://github.com/RSSNext/Folo,37484,2024-04-08T03:23:35Z,2026-03-04T20:56:50Z,TypeScript,93,1432,2564,2184,0.8517940717628705
v,vlang/v,https://github.com/vlang/v,37480,2019-02-08T02:57:06Z,2026-03-04T19:16:43Z,V,302,13071,10268,9152,0.8913128165173354
Open-Assistant,LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,37445,2022-12-13T05:24:17Z,2026-03-04T18:22:44Z,Python,127,1616,1646,1419,0.862089914945322
outline,outline/outline,https://github.com/outline/outline,37426,2016-05-22T21:31:47Z,2026-03-04T22:35:24Z,TypeScript,157,4155,3909,3871,0.9902788436940394
NewPipe,TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,37408,2015-09-03T23:39:26Z,2026-03-04T22:29:56Z,Java,140,1795,10102,8777,0.8688378538903188
google-research,google-research/google-research,https://github.com/google-research/google-research,37393,2018-10-04T18:42:48Z,2026-03-04T16:57:20Z,Jupyter Notebook,0,29,1440,348,0.24166666666666667
Langchain-Chatchat,chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,37393,2023-03-31T12:12:45Z,2026-03-04T19:58:15Z,Python,31,621,4237,4230,0.9983478876563606
GFPGAN,TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,37390,2021-03-19T06:18:20Z,2026-03-04T17:13:04Z,Python,8,14,509,135,0.26522593320235754
it-tools,CorentinTh/it-tools,https://github.com/CorentinTh/it-tools,37356,2020-04-05T11:50:24Z,2026-03-04T22:17:42Z,Vue,10,493,672,218,0.3244047619047619
tutorials,eugenp/tutorials,https://github.com/eugenp/tutorials,37350,2013-04-29T18:26:36Z,2026-03-04T16:16:30Z,Java,0,13717,790,773,0.9784810126582278
taro,NervJS/taro,https://github.com/NervJS/taro,37330,2018-04-08T09:32:26Z,2026-03-04T06:40:44Z,TypeScript,207,3462,13110,11492,0.8765827612509535
engineering-blogs,kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,37233,2015-06-13T18:25:17Z,2026-03-04T19:15:09Z,Ruby,0,681,97,75,0.7731958762886598
vnpy,vnpy/vnpy,https://github.com/vnpy/vnpy,37222,2015-03-02T03:36:58Z,2026-03-04T23:01:05Z,Python,66,1063,2162,2151,0.9949121184088807
llvm-project,llvm/llvm-project,https://github.com/llvm/llvm-project,37221,2016-12-07T09:39:33Z,2026-03-04T23:13:18Z,LLVM,149,75247,92538,64455,0.6965246709459898
spacedrive,spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,37211,2021-09-27T05:09:04Z,2026-03-04T22:21:39Z,Rust,28,1957,530,518,0.9773584905660377
deeplearningbook-chinese,exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,37203,2016-12-07T11:46:51Z,2026-03-04T15:33:18Z,TeX,7,16,203,139,0.6847290640394089
interview_internal_reference,0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,37194,2019-06-10T06:54:19Z,2026-03-03T13:52:13Z,Python,0,35,52,19,0.36538461538461536
compose,docker/compose,https://github.com/docker/compose,37129,2013-12-09T11:40:58Z,2026-03-04T18:53:46Z,Go,275,3753,8279,8234,0.9945645609373113
arthas,alibaba/arthas,https://github.com/alibaba/arthas,37122,2018-08-29T17:15:57Z,2026-03-04T15:23:23Z,Java,66,582,2130,1754,0.8234741784037559
paperless-ngx,paperless-ngx/paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,37110,2022-02-12T21:56:52Z,2026-03-04T23:03:38Z,Python,143,2993,2366,2366,1.0
gym,openai/gym,https://github.com/openai/gym,37071,2016-04-27T14:59:16Z,2026-03-04T17:11:48Z,Python,19,999,1840,1727,0.9385869565217392
manim,ManimCommunity/manim,https://github.com/ManimCommunity/manim,37041,2020-05-19T02:37:13Z,2026-03-04T20:45:57Z,Python,33,2041,1737,1363,0.7846862406447899
ui-ux-pro-max-skill,nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,37035,2025-11-30T11:36:31Z,2026-03-04T23:12:19Z,Python,14,60,68,27,0.39705882352941174
RevokeMsgPatcher,huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,37016,2019-07-21T15:12:52Z,2026-03-04T18:15:04Z,C#,21,12,993,945,0.9516616314199395
wtfpython,satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,36911,2017-08-28T20:22:19Z,2026-03-04T17:28:29Z,Python,2,113,224,158,0.7053571428571429
JavaFamily,AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,36896,2019-11-12T04:26:18Z,2026-03-04T14:58:25Z,,0,2,66,60,0.9090909090909091
oh-my-opencode,code-yeongyu/oh-my-opencode,https://github.com/code-yeongyu/oh-my-opencode,36881,2025-12-03T01:40:05Z,2026-03-04T23:12:31Z,TypeScript,147,632,1172,964,0.8225255972696246
MockingBird,babysor/MockingBird,https://github.com/babysor/MockingBird,36876,2021-08-07T03:53:39Z,2026-03-04T18:24:55Z,Python,1,82,892,415,0.46524663677130046
docs,inkonchain/docs,https://github.com/inkonchain/docs,36830,2024-05-07T16:49:36Z,2026-03-04T15:14:25Z,MDX,0,407,37,13,0.35135135135135137
drawdb,drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,36817,2023-07-16T17:09:20Z,2026-03-04T22:59:27Z,JavaScript,0,349,337,214,0.6350148367952523
stats,exelban/stats,https://github.com/exelban/stats,36788,2019-05-29T19:24:56Z,2026-03-04T19:56:56Z,Swift,321,433,2451,2429,0.9910240718074256
node,inkonchain/node,https://github.com/inkonchain/node,36781,2024-05-13T23:20:40Z,2026-03-04T15:14:25Z,Shell,6,36,26,13,0.5
REKCARC-TSC-UHT,PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,36774,2019-04-05T03:31:23Z,2026-03-04T15:56:44Z,HTML,0,175,34,32,0.9411764705882353
portainer,portainer/portainer,https://github.com/portainer/portainer,36751,2016-05-19T20:15:28Z,2026-03-04T21:29:58Z,TypeScript,176,4784,6030,5342,0.8859038142620232
sqlmap,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,36747,2012-06-26T09:52:15Z,2026-03-04T23:04:57Z,Python,11,180,5393,5354,0.9927684034860004
ink-kit,inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,36686,2024-11-04T16:32:17Z,2026-03-04T15:14:25Z,TypeScript,0,91,5,3,0.6
shadowsocks-android,shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,36681,2012-12-16T13:40:29Z,2026-03-04T22:35:22Z,Kotlin,186,258,2513,2459,0.9785117389574214
supervision,roboflow/supervision,https://github.com/roboflow/supervision,36629,2022-11-28T14:08:44Z,2026-03-04T21:06:35Z,Python,35,1120,517,431,0.8336557059961315
marked,markedjs/marked,https://github.com/markedjs/marked,36624,2011-07-24T13:15:51Z,2026-03-04T22:04:57Z,TypeScript,166,1642,1652,1643,0.9945520581113801
og-aws,open-guides/og-aws,https://github.com/open-guides/og-aws,36597,2016-07-13T17:30:16Z,2026-03-04T17:09:35Z,Shell,0,498,228,88,0.38596491228070173
awesome-shell,alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,36581,2014-07-07T01:57:42Z,2026-03-04T22:42:18Z,,0,307,64,23,0.359375
gkd,gkd-kit/gkd,https://github.com/gkd-kit/gkd,36527,2023-07-04T03:59:15Z,2026-03-04T22:29:20Z,Kotlin,64,8,736,726,0.9864130434782609
date-fns,date-fns/date-fns,https://github.com/date-fns/date-fns,36498,2014-10-06T10:24:22Z,2026-03-04T18:57:48Z,TypeScript,122,1068,2038,1382,0.6781157998037292
duckdb,duckdb/duckdb,https://github.com/duckdb/duckdb,36440,2018-06-26T15:04:45Z,2026-03-04T22:15:06Z,C++,56,9595,6585,6046,0.9181473044798785
pytorch-image-models,huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,36437,2019-02-02T05:51:12Z,2026-03-04T20:34:06Z,Python,75,522,1026,978,0.9532163742690059
LLM101n,karpathy/LLM101n,https://github.com/karpathy/LLM101n,36412,2024-05-27T00:23:38Z,2026-03-04T23:02:41Z,,0,0,0,0,0
Coursera-ML-AndrewNg-Notes,fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,36394,2017-11-04T10:04:08Z,2026-03-04T14:32:55Z,HTML,0,14,69,15,0.21739130434782608
GPT_API_free,chatanywhere/GPT_API_free,https://github.com/chatanywhere/GPT_API_free,36379,2023-04-23T12:42:08Z,2026-03-04T22:16:28Z,Python,0,1,419,365,0.8711217183770883
react-bits,DavidHDev/react-bits,https://github.com/DavidHDev/react-bits,36361,2024-08-06T06:54:54Z,2026-03-04T22:47:20Z,JavaScript,0,155,477,471,0.9874213836477987
typeorm,typeorm/typeorm,https://github.com/typeorm/typeorm,36361,2016-02-29T07:41:14Z,2026-03-04T23:02:40Z,TypeScript,40,2375,8556,8130,0.9502103786816269
sheetjs,SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,36202,2012-12-03T19:25:52Z,2026-03-04T17:20:46Z,,0,106,2386,2267,0.9501257334450964
HanLP,hankcs/HanLP,https://github.com/hankcs/HanLP,36169,2014-10-09T06:36:16Z,2026-03-04T16:00:03Z,Python,62,79,1434,1426,0.9944211994421199
slate,slatedocs/slate,https://github.com/slatedocs/slate,36162,2013-09-13T22:15:24Z,2026-02-28T03:57:40Z,,28,298,609,559,0.9178981937602627
955.WLB,formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,36139,2019-03-27T23:53:37Z,2026-03-04T14:12:52Z,,0,18,263,81,0.30798479087452474
headscale,juanfont/headscale,https://github.com/juanfont/headscale,36109,2020-06-21T09:21:05Z,2026-03-04T22:36:26Z,Go,132,1232,1234,1156,0.9367909238249594
lerna,lerna/lerna,https://github.com/lerna/lerna,36090,2015-12-04T09:36:55Z,2026-03-04T14:01:29Z,TypeScript,249,1021,2692,2313,0.8592124814264487
BettaFish,666ghj/BettaFish,https://github.com/666ghj/BettaFish,36039,2024-07-01T13:11:38Z,2026-03-04T23:09:30Z,Python,6,103,389,374,0.961439588688946
OpenVoice,myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,36033,2023-11-29T12:17:01Z,2026-03-04T16:05:47Z,Python,0,18,348,73,0.20977011494252873
hello-algorithm,geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,36018,2020-05-29T05:47:09Z,2026-03-04T14:13:14Z,Java,0,26,44,33,0.75
DragGAN,XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,35974,2023-05-18T10:08:02Z,2026-03-04T09:11:01Z,Python,0,18,192,46,0.23958333333333334
carbon,carbon-app/carbon,https://github.com/carbon-app/carbon,35962,2017-06-16T02:50:28Z,2026-03-04T14:11:44Z,JavaScript,215,669,690,627,0.908695652173913
aseprite,aseprite/aseprite,https://github.com/aseprite/aseprite,35917,2014-08-19T23:44:50Z,2026-03-04T21:51:19Z,C++,123,481,4481,2639,0.5889310421780852
manifesto,opentofu/manifesto,https://github.com/opentofu/manifesto,35890,2023-08-13T16:17:24Z,2026-03-04T19:39:38Z,HTML,0,765,26,14,0.5384615384615384
servo,servo/servo,https://github.com/servo/servo,35877,2012-02-08T19:07:25Z,2026-03-04T22:54:28Z,Rust,5,23061,15212,12334,0.810807257428346
qBittorrent,qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,35802,2012-02-04T09:37:46Z,2026-03-04T20:56:35Z,C++,0,4120,17274,14820,0.8579367836054186
awesome-deepseek-integration,deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,35779,2024-01-11T02:43:17Z,2026-03-04T20:12:00Z,,0,289,156,154,0.9871794871794872
ShareX,ShareX/ShareX,https://github.com/ShareX/ShareX,35770,2013-10-08T23:32:10Z,2026-03-04T23:03:27Z,C#,85,774,7176,6610,0.9211259754738016
AgentGPT,reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,35765,2023-04-07T02:29:19Z,2026-03-04T19:09:31Z,TypeScript,12,541,469,337,0.7185501066098081
koa,koajs/koa,https://github.com/koajs/koa,35737,2013-07-20T18:53:45Z,2026-03-04T13:33:55Z,JavaScript,16,541,932,914,0.98068669527897
fastify,fastify/fastify,https://github.com/fastify/fastify,35735,2016-09-28T19:10:14Z,2026-03-04T22:42:31Z,JavaScript,306,3263,2145,2070,0.965034965034965
leetcode,doocs/leetcode,https://github.com/doocs/leetcode,35718,2018-09-16T14:03:03Z,2026-03-04T13:30:56Z,Java,21,4459,58,58,1.0
mattermost,mattermost/mattermost,https://github.com/mattermost/mattermost,35661,2015-06-15T06:50:02Z,2026-03-04T21:29:54Z,TypeScript,936,20523,9194,8656,0.9414835762453774
ruoyi-vue-pro,YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,35635,2021-01-24T03:18:25Z,2026-03-04T14:24:30Z,Java,54,73,742,739,0.9959568733153639
